DATETIME,PRICE,FORWARD,CARRY,PRICE_CONTRACT,FORWARD_CONTRACT,CARRY_CONTRACT
2018-01-24,11155.0,11195.0,11195.0,20180200,20180300,20180300
2018-01-25,11200.0,11250.0,11250.0,20180200,20180300,20180300
2018-01-26,10965.0,10985.0,10985.0,20180200,20180300,20180300
2018-01-29,11170.0,11215.0,11215.0,20180200,20180300,20180300
2018-01-30,9940.0,9990.0,9990.0,20180200,20180300,20180300
2018-01-31,10000.0,10010.0,10010.0,20180200,20180300,20180300
2018-02-01,9090.0,9085.0,9085.0,20180200,20180300,20180300
2018-02-02,8585.0,8580.0,8580.0,20180200,20180300,20180300
2018-02-05,7260.0,7230.0,7230.0,20180200,20180300,20180300
2018-02-06,7550.0,7540.0,7540.0,20180200,20180300,20180300
2018-02-07,8245.0,8205.0,8205.0,20180200,20180300,20180300
2018-02-08,8325.0,8315.0,8315.0,20180200,20180300,20180300
2018-02-09,8610.0,8600.0,8600.0,20180200,20180300,20180300
2018-02-12,8860.0,8885.0,8885.0,20180200,20180300,20180300
2018-02-13,8700.0,8730.0,8730.0,20180200,20180300,20180300
2018-02-14,9290.0,9350.0,9350.0,20180200,20180300,20180300
2018-02-15,10090.0,10135.0,10135.0,20180200,20180300,20180300
2018-02-16,10020.0,10070.0,10070.0,20180200,20180300,20180300
2018-02-20,11735.0,11750.0,11750.0,20180200,20180300,20180300
2018-02-21,10370.0,10370.0,10370.0,20180200,20180300,20180300
2018-02-22,10085.0,10095.0,10095.0,20180200,20180300,20180300
2018-02-23,10319.0,9950.0,9950.0,20180200,20180300,20180300
2018-02-26,10250.0,10275.0,10275.0,20180300,20180400,20180400
2018-02-27,10660.0,10670.0,10670.0,20180300,20180400,20180400
2018-02-28,10645.0,10665.0,10665.0,20180300,20180400,20180400
2018-03-01,11065.0,11080.0,11080.0,20180300,20180400,20180400
2018-03-02,11060.0,11085.0,11085.0,20180300,20180400,20180400
2018-03-05,11615.0,11650.0,11650.0,20180300,20180400,20180400
2018-03-06,10650.0,10665.0,10665.0,20180300,20180400,20180400
2018-03-07,9790.0,9805.0,9805.0,20180300,20180400,20180400
2018-03-08,9400.0,9420.0,9420.0,20180300,20180400,20180400
2018-03-09,9015.0,9030.0,9030.0,20180300,20180400,20180400
2018-03-12,8910.0,8930.0,8930.0,20180300,20180400,20180400
2018-03-13,9070.0,9080.0,9080.0,20180300,20180400,20180400
2018-03-14,8275.0,8285.0,8285.0,20180300,20180400,20180400
2018-03-15,8235.0,8255.0,8255.0,20180300,20180400,20180400
2018-03-16,8555.0,8580.0,8580.0,20180300,20180400,20180400
2018-03-19,8400.0,8415.0,8415.0,20180300,20180400,20180400
2018-03-20,8945.0,8950.0,8950.0,20180300,20180400,20180400
2018-03-21,8890.0,8900.0,8900.0,20180300,20180400,20180400
2018-03-22,8630.0,8630.0,8630.0,20180300,20180400,20180400
2018-03-23,8615.0,8625.0,8625.0,20180300,20180400,20180400
2018-03-26,7930.0,7935.0,7935.0,20180400,20180500,20180500
2018-03-27,7915.0,7915.0,7915.0,20180400,20180500,20180500
2018-03-28,7900.0,7900.0,7900.0,20180400,20180500,20180500
2018-03-29,7335.0,7335.0,7335.0,20180400,20180500,20180500
2018-04-02,6990.0,6990.0,6990.0,20180400,20180500,20180500
2018-04-03,7460.0,7460.0,7460.0,20180400,20180500,20180500
2018-04-04,6860.0,6865.0,6865.0,20180400,20180500,20180500
2018-04-05,6760.0,6760.0,6760.0,20180400,20180500,20180500
2018-04-06,6630.0,6620.0,6620.0,20180400,20180500,20180500
2018-04-09,6675.0,6670.0,6670.0,20180400,20180500,20180500
2018-04-10,6840.0,6840.0,6840.0,20180400,20180500,20180500
2018-04-11,6920.0,6915.0,6915.0,20180400,20180500,20180500
2018-04-12,7680.0,7680.0,7680.0,20180400,20180500,20180500
2018-04-13,8105.0,8110.0,8110.0,20180400,20180500,20180500
2018-04-16,7980.0,7980.0,7980.0,20180400,20180500,20180500
2018-04-17,7885.0,7885.0,7885.0,20180400,20180500,20180500
2018-04-18,8125.0,8125.0,8125.0,20180400,20180500,20180500
2018-04-19,8260.0,8260.0,8260.0,20180400,20180500,20180500
2018-04-20,8540.0,8530.0,8530.0,20180400,20180500,20180500
2018-04-23,8845.0,8860.0,8860.0,20180400,20180500,20180500
2018-04-24,9470.0,9475.0,9475.0,20180500,20180600,20180600
2018-04-25,9000.0,9010.0,9010.0,20180500,20180600,20180600
2018-04-26,8895.0,8905.0,8905.0,20180500,20180600,20180600
2018-04-27,9080.0,9095.0,9095.0,20180500,20180600,20180600
2018-04-30,9365.0,9365.0,9365.0,20180500,20180600,20180600
2018-05-01,8985.0,8990.0,8990.0,20180500,20180600,20180600
2018-05-02,9150.0,9160.0,9160.0,20180500,20180600,20180600
2018-05-03,9675.0,9685.0,9685.0,20180500,20180600,20180600
2018-05-04,9670.0,9690.0,9690.0,20180500,20180600,20180600
2018-05-07,9435.0,9470.0,9470.0,20180500,20180600,20180600
2018-05-08,9235.0,9260.0,9260.0,20180500,20180600,20180600
2018-05-09,9280.0,9300.0,9300.0,20180500,20180600,20180600
2018-05-10,9090.0,9110.0,9110.0,20180500,20180600,20180600
2018-05-11,8625.0,8650.0,8650.0,20180500,20180600,20180600
2018-05-14,8755.0,8780.0,8780.0,20180500,20180600,20180600
2018-05-15,8555.0,8580.0,8580.0,20180500,20180600,20180600
2018-05-16,8250.0,8300.0,8300.0,20180500,20180600,20180600
2018-05-17,8180.0,8200.0,8200.0,20180500,20180600,20180600
2018-05-18,8230.0,8250.0,8250.0,20180500,20180600,20180600
2018-05-21,8375.0,8390.0,8390.0,20180500,20180600,20180600
2018-05-22,8180.0,8185.0,8185.0,20180500,20180600,20180600
2018-05-23,7590.0,7600.0,7600.0,20180500,20180600,20180600
2018-05-24,7600.0,7620.0,7620.0,20180600,20180700,20180700
2018-05-25,7440.0,7465.0,7465.0,20180600,20180700,20180700
2018-05-29,7495.0,7515.0,7515.0,20180600,20180700,20180700
2018-05-30,7320.0,7340.0,7340.0,20180600,20180700,20180700
2018-05-31,7545.0,7565.0,7565.0,20180600,20180700,20180700
2018-06-01,7440.0,7460.0,7460.0,20180600,20180700,20180700
2018-06-04,7500.0,7515.0,7515.0,20180600,20180700,20180700
2018-06-05,7625.0,7645.0,7645.0,20180600,20180700,20180700
2018-06-06,7540.0,7550.0,7550.0,20180600,20180700,20180700
2018-06-07,7705.0,7720.0,7720.0,20180600,20180700,20180700
2018-06-08,7655.0,7675.0,7675.0,20180600,20180700,20180700
2018-06-11,6750.0,6775.0,6775.0,20180600,20180700,20180700
2018-06-12,6500.0,6525.0,6525.0,20180600,20180700,20180700
2018-06-13,6270.0,6295.0,6295.0,20180600,20180700,20180700
2018-06-14,6635.0,6650.0,6650.0,20180600,20180700,20180700
2018-06-15,6530.0,6555.0,6555.0,20180600,20180700,20180700
2018-06-18,6695.0,6710.0,6710.0,20180600,20180700,20180700
2018-06-19,6735.0,6755.0,6755.0,20180600,20180700,20180700
2018-06-20,6745.0,6765.0,6765.0,20180600,20180700,20180700
2018-06-21,6710.0,6730.0,6730.0,20180600,20180700,20180700
2018-06-22,6165.0,6180.0,6180.0,20180600,20180700,20180700
2018-06-25,6255.0,6260.0,6260.0,20180700,20180800,20180800
2018-06-26,6165.0,6170.0,6170.0,20180700,20180800,20180800
2018-06-27,6135.0,6140.0,6140.0,20180700,20180800,20180800
2018-06-28,6065.0,6075.0,6075.0,20180700,20180800,20180800
2018-06-29,5865.0,5880.0,5880.0,20180700,20180800,20180800
2018-07-02,6625.0,6630.0,6630.0,20180700,20180800,20180800
2018-07-03,6580.0,6590.0,6590.0,20180700,20180800,20180800
2018-07-05,6505.0,6515.0,6515.0,20180700,20180800,20180800
2018-07-06,6565.0,6570.0,6570.0,20180700,20180800,20180800
2018-07-09,6695.0,6700.0,6700.0,20180700,20180800,20180800
2018-07-10,6355.0,6365.0,6365.0,20180700,20180800,20180800
2018-07-11,6330.0,6335.0,6335.0,20180700,20180800,20180800
2018-07-12,6160.0,6165.0,6165.0,20180700,20180800,20180800
2018-07-13,6165.0,6165.0,6165.0,20180700,20180800,20180800
2018-07-16,6675.0,6675.0,6675.0,20180700,20180800,20180800
2018-07-17,7305.0,7315.0,7315.0,20180700,20180800,20180800
2018-07-18,7395.0,7405.0,7405.0,20180700,20180800,20180800
2018-07-19,7450.0,7465.0,7465.0,20180700,20180800,20180800
2018-07-20,7340.0,7350.0,7350.0,20180700,20180800,20180800
2018-07-23,7735.0,7755.0,7755.0,20180700,20180800,20180800
2018-07-24,8265.0,8290.0,8290.0,20180800,20180900,20180900
2018-07-25,8135.0,8160.0,8160.0,20180800,20180900,20180900
2018-07-26,8255.0,8285.0,8285.0,20180800,20180900,20180900
2018-07-27,8200.0,8215.0,8215.0,20180800,20180900,20180900
2018-07-30,8100.0,8100.0,8100.0,20180800,20180900,20180900
2018-07-31,7730.0,7725.0,7725.0,20180800,20180900,20180900
2018-08-01,7545.0,7540.0,7540.0,20180800,20180900,20180900
2018-08-02,7525.0,7525.0,7525.0,20180800,20180900,20180900
2018-08-03,7370.0,7365.0,7365.0,20180800,20180900,20180900
2018-08-06,6920.0,6925.0,6925.0,20180800,20180900,20180900
2018-08-07,6990.0,6975.0,6975.0,20180800,20180900,20180900
2018-08-08,6330.0,6330.0,6330.0,20180800,20180900,20180900
2018-08-09,6460.0,6465.0,6465.0,20180800,20180900,20180900
2018-08-10,6390.0,6395.0,6395.0,20180800,20180900,20180900
2018-08-13,6230.0,6230.0,6230.0,20180800,20180900,20180900
2018-08-14,6075.0,6075.0,6075.0,20180800,20180900,20180900
2018-08-15,6375.0,6370.0,6370.0,20180800,20180900,20180900
2018-08-16,6405.0,6410.0,6410.0,20180800,20180900,20180900
2018-08-17,6480.0,6480.0,6480.0,20180800,20180900,20180900
2018-08-20,6430.0,6430.0,6430.0,20180800,20180900,20180900
2018-08-21,6425.0,6420.0,6420.0,20180800,20180900,20180900
2018-08-22,6405.0,6405.0,6405.0,20180800,20180900,20180900
2018-08-23,6405.0,6395.0,6395.0,20180800,20180900,20180900
2018-08-24,6595.0,6600.0,6600.0,20180900,20181000,20181000
2018-08-27,6715.0,6730.0,6730.0,20180900,20181000,20181000
2018-08-28,7080.0,7090.0,7090.0,20180900,20181000,20181000
2018-08-29,6995.0,7000.0,7000.0,20180900,20181000,20181000
2018-08-30,6805.0,6815.0,6815.0,20180900,20181000,20181000
2018-08-31,7045.0,7040.0,7040.0,20180900,20181000,20181000
2018-09-04,7350.0,7355.0,7355.0,20180900,20181000,20181000
2018-09-05,6900.0,6905.0,6905.0,20180900,20181000,20181000
2018-09-06,6430.0,6430.0,6430.0,20180900,20181000,20181000
2018-09-07,6390.0,6385.0,6385.0,20180900,20181000,20181000
2018-09-10,6265.0,6260.0,6260.0,20180900,20181000,20181000
2018-09-11,6230.0,6230.0,6230.0,20180900,20181000,20181000
2018-09-12,6290.0,6285.0,6285.0,20180900,20181000,20181000
2018-09-13,6435.0,6430.0,6430.0,20180900,20181000,20181000
2018-09-14,6525.0,6525.0,6525.0,20180900,20181000,20181000
2018-09-17,6230.0,6230.0,6230.0,20180900,20181000,20181000
2018-09-18,6275.0,6275.0,6275.0,20180900,20181000,20181000
2018-09-19,6375.0,6375.0,6375.0,20180900,20181000,20181000
2018-09-20,6400.0,6395.0,6395.0,20180900,20181000,20181000
2018-09-21,6740.0,6735.0,6735.0,20180900,20181000,20181000
2018-09-24,6610.0,6610.0,6610.0,20180900,20181000,20181000
2018-09-25,6350.0,6340.0,6340.0,20181000,20181100,20181100
2018-09-26,6475.0,6470.0,6470.0,20181000,20181100,20181100
2018-09-27,6645.0,6645.0,6645.0,20181000,20181100,20181100
2018-09-28,6670.0,6660.0,6660.0,20181000,20181100,20181100
2018-10-01,6540.0,6535.0,6535.0,20181000,20181100,20181100
2018-10-02,6510.0,6510.0,6510.0,20181000,20181100,20181100
2018-10-03,6425.0,6420.0,6420.0,20181000,20181100,20181100
2018-10-04,6555.0,6555.0,6555.0,20181000,20181100,20181100
2018-10-05,6530.0,6535.0,6535.0,20181000,20181100,20181100
2018-10-08,6630.0,6625.0,6625.0,20181000,20181100,20181100
2018-10-09,6580.0,6580.0,6580.0,20181000,20181100,20181100
2018-10-10,6540.0,6540.0,6540.0,20181000,20181100,20181100
2018-10-11,6180.0,6175.0,6175.0,20181000,20181100,20181100
2018-10-12,6185.0,6180.0,6180.0,20181000,20181100,20181100
2018-10-15,6390.0,6375.0,6375.0,20181000,20181100,20181100
2018-10-16,6420.0,6420.0,6420.0,20181000,20181100,20181100
2018-10-17,6420.0,6420.0,6420.0,20181000,20181100,20181100
2018-10-18,6390.0,6385.0,6385.0,20181000,20181100,20181100
2018-10-19,6380.0,6380.0,6380.0,20181000,20181100,20181100
2018-10-22,6395.0,6390.0,6390.0,20181000,20181100,20181100
2018-10-23,6395.0,6390.0,6390.0,20181000,20181100,20181100
2018-10-24,6415.0,6415.0,6415.0,20181100,20181200,20181200
2018-10-25,6405.0,6400.0,6400.0,20181100,20181200,20181200
2018-10-26,6390.0,6390.0,6390.0,20181100,20181200,20181200
2018-10-29,6240.0,6235.0,6235.0,20181100,20181200,20181200
2018-10-30,6245.0,6245.0,6245.0,20181100,20181200,20181200
2018-10-31,6295.0,6290.0,6290.0,20181100,20181200,20181200
2018-11-01,6315.0,6305.0,6305.0,20181100,20181200,20181200
2018-11-02,6345.0,6345.0,6345.0,20181100,20181200,20181200
2018-11-05,6390.0,6385.0,6385.0,20181100,20181200,20181200
2018-11-06,6415.0,6410.0,6410.0,20181100,20181200,20181200
2018-11-07,6510.0,6500.0,6500.0,20181100,20181200,20181200
2018-11-08,6410.0,6410.0,6410.0,20181100,20181200,20181200
2018-11-09,6335.0,6330.0,6330.0,20181100,20181200,20181200
2018-11-12,6325.0,6320.0,6320.0,20181100,20181200,20181200
2018-11-13,6285.0,6280.0,6280.0,20181100,20181200,20181200
2018-11-14,5365.0,5355.0,5355.0,20181100,20181200,20181200
2018-11-15,5425.0,5405.0,5405.0,20181100,20181200,20181200
2018-11-16,5450.0,5425.0,5425.0,20181100,20181200,20181200
2018-11-19,4835.0,4815.0,4815.0,20181100,20181200,20181200
2018-11-20,4240.0,4225.0,4225.0,20181100,20181200,20181200
2018-11-21,4390.0,4375.0,4375.0,20181100,20181200,20181200
2018-11-23,4190.0,4175.0,4175.0,20181100,20181200,20181200
2018-11-26,3605.0,3600.0,3600.0,20181200,20190100,20190100
2018-11-27,3700.0,3700.0,3700.0,20181200,20190100,20190100
2018-11-28,4285.0,4275.0,4275.0,20181200,20190100,20190100
2018-11-29,4175.0,4160.0,4160.0,20181200,20190100,20190100
2018-11-30,3930.0,3925.0,3925.0,20181200,20190100,20190100
2018-12-03,3800.0,3795.0,3795.0,20181200,20190100,20190100
2018-12-04,3840.0,3830.0,3830.0,20181200,20190100,20190100
2018-12-05,3705.0,3695.0,3695.0,20181200,20190100,20190100
2018-12-06,3600.0,3590.0,3590.0,20181200,20190100,20190100
2018-12-07,3300.0,3280.0,3280.0,20181200,20190100,20190100
2018-12-10,3375.0,3360.0,3360.0,20181200,20190100,20190100
2018-12-11,3320.0,3310.0,3310.0,20181200,20190100,20190100
2018-12-12,3420.0,3410.0,3410.0,20181200,20190100,20190100
2018-12-13,3215.0,3210.0,3210.0,20181200,20190100,20190100
2018-12-14,3145.0,3135.0,3135.0,20181200,20190100,20190100
2018-12-17,3530.0,3530.0,3530.0,20181200,20190100,20190100
2018-12-18,3495.0,3490.0,3490.0,20181200,20190100,20190100
2018-12-19,3695.0,3685.0,3685.0,20181200,20190100,20190100
2018-12-20,3875.0,3870.0,3870.0,20181200,20190100,20190100
2018-12-21,3775.0,3765.0,3765.0,20181200,20190100,20190100
2018-12-24,4070.0,4060.0,4060.0,20181200,20190100,20190100
2018-12-26,3755.0,3720.0,3720.0,20190100,20190200,20190200
2018-12-27,3545.0,3520.0,3520.0,20190100,20190200,20190200
2018-12-28,3870.0,3845.0,3845.0,20190100,20190200,20190200
2018-12-31,3650.0,3635.0,3635.0,20190100,20190200,20190200
2019-01-02,3830.0,3815.0,3815.0,20190100,20190200,20190200
2019-01-03,3760.0,3745.0,3745.0,20190100,20190200,20190200
2019-01-04,3745.0,3730.0,3730.0,20190100,20190200,20190200
2019-01-07,3985.0,3970.0,3970.0,20190100,20190200,20190200
2019-01-08,3985.0,3975.0,3975.0,20190100,20190200,20190200
2019-01-09,3990.0,3980.0,3980.0,20190100,20190200,20190200
2019-01-10,3605.0,3595.0,3595.0,20190100,20190200,20190200
2019-01-11,3635.0,3620.0,3620.0,20190100,20190200,20190200
2019-01-14,3650.0,3645.0,3645.0,20190100,20190200,20190200
2019-01-15,3535.0,3530.0,3530.0,20190100,20190200,20190200
2019-01-16,3560.0,3545.0,3545.0,20190100,20190200,20190200
2019-01-17,3605.0,3590.0,3590.0,20190100,20190200,20190200
2019-01-18,3585.0,3560.0,3560.0,20190100,20190200,20190200
2019-01-22,3580.0,3560.0,3560.0,20190100,20190200,20190200
2019-01-23,3535.0,3505.0,3505.0,20190100,20190200,20190200
2019-01-24,3520.0,3520.0,3520.0,20190200,20190300,20190300
2019-01-25,3505.0,3495.0,3495.0,20190200,20190300,20190300
2019-01-28,3380.0,3365.0,3365.0,20190200,20190300,20190300
2019-01-29,3370.0,3355.0,3355.0,20190200,20190300,20190300
2019-01-30,3410.0,3395.0,3395.0,20190200,20190300,20190300
2019-01-31,3395.0,3385.0,3385.0,20190200,20190300,20190300
2019-02-01,3425.0,3415.0,3415.0,20190200,20190300,20190300
2019-02-04,3395.0,3380.0,3380.0,20190200,20190300,20190300
2019-02-05,3400.0,3390.0,3390.0,20190200,20190300,20190300
2019-02-06,3340.0,3325.0,3325.0,20190200,20190300,20190300
2019-02-07,3340.0,3330.0,3330.0,20190200,20190300,20190300
2019-02-08,3615.0,3605.0,3605.0,20190200,20190300,20190300
2019-02-11,3605.0,3595.0,3595.0,20190200,20190300,20190300
2019-02-12,3605.0,3595.0,3595.0,20190200,20190300,20190300
2019-02-13,3570.0,3555.0,3555.0,20190200,20190300,20190300
2019-02-14,3565.0,3555.0,3555.0,20190200,20190300,20190300
2019-02-15,3565.0,3555.0,3555.0,20190200,20190300,20190300
2019-02-19,3935.0,3935.0,3935.0,20190200,20190300,20190300
2019-02-20,3935.0,3940.0,3940.0,20190200,20190300,20190300
2019-02-21,3895.0,3900.0,3900.0,20190200,20190300,20190300
2019-02-22,3931.0,3930.0,3930.0,20190200,20190300,20190300
2019-02-25,3820.0,3810.0,3810.0,20190300,20190400,20190400
2019-02-26,3775.0,3775.0,3775.0,20190300,20190400,20190400
2019-02-27,3710.0,3705.0,3705.0,20190300,20190400,20190400
2019-02-28,3790.0,3785.0,3785.0,20190300,20190400,20190400
2019-03-01,3820.0,3820.0,3820.0,20190300,20190400,20190400
2019-03-04,3690.0,3695.0,3695.0,20190300,20190400,20190400
2019-03-05,3835.0,3830.0,3830.0,20190300,20190400,20190400
2019-03-06,3840.0,3840.0,3840.0,20190300,20190400,20190400
2019-03-07,3870.0,3865.0,3865.0,20190300,20190400,20190400
2019-03-08,3890.0,3890.0,3890.0,20190300,20190400,20190400
2019-03-11,3835.0,3835.0,3835.0,20190300,20190400,20190400
2019-03-12,3845.0,3835.0,3835.0,20190300,20190400,20190400
2019-03-13,3845.0,3835.0,3835.0,20190300,20190400,20190400
2019-03-14,3845.0,3840.0,3840.0,20190300,20190400,20190400
2019-03-15,3900.0,3900.0,3900.0,20190300,20190400,20190400
2019-03-18,3960.0,3960.0,3960.0,20190300,20190400,20190400
2019-03-19,3995.0,3990.0,3990.0,20190300,20190400,20190400
2019-03-20,4010.0,4010.0,4010.0,20190300,20190400,20190400
2019-03-21,3965.0,3960.0,3960.0,20190300,20190400,20190400
2019-03-22,3980.0,3980.0,3980.0,20190300,20190400,20190400
2019-03-25,3890.0,3890.0,3890.0,20190400,20190500,20190500
